Year,Round,HomeTeam,HomeScore,AwayTeam,AwayScore,Venue,Date,MatchCentreURL
2019,Round 1,Storm,22,Broncos,12,AAMI Park,2019-03-14T09:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-1/storm-v-broncos/
2019,Round 1,Knights,14,Sharks,8,McDonald Jones Stadium,2019-03-15T07:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-1/knights-v-sharks/
2019,Round 1,Roosters,16,Rabbitohs,26,Sydney Cricket Ground,2019-03-15T09:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-1/roosters-v-rabbitohs/
2019,Round 1,Warriors,40,Bulldogs,6,Go Media Stadium,2019-03-16T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-1/warriors-v-bulldogs/
2019,Round 1,Wests Tigers,20,Sea Eagles,6,Leichhardt Oval,2019-03-16T06:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-1/wests-tigers-v-sea-eagles/
2019,Round 1,Cowboys,24,Dragons,12,1300SMILES Stadium,2019-03-16T08:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-1/cowboys-v-dragons/
2019,Round 1,Panthers,12,Eels,20,BlueBet Stadium,2019-03-17T05:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-1/panthers-v-eels/
2019,Round 1,Titans,0,Raiders,21,Cbus Super Stadium,2019-03-17T07:10:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-1/titans-v-raiders/
2019,Round 2,Dragons,18,Rabbitohs,34,Netstrata Jubilee Stadium,2019-03-21T09:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-2/dragons-v-rabbitohs/
2019,Round 2,Raiders,10,Storm,22,GIO Stadium,2019-03-22T07:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-2/raiders-v-storm/
2019,Round 2,Broncos,29,Cowboys,10,Suncorp Stadium,2019-03-22T09:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-2/broncos-v-cowboys/
2019,Round 2,Sharks,20,Titans,6,PointsBet Stadium,2019-03-23T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-2/sharks-v-titans/
2019,Round 2,Knights,14,Panthers,16,McDonald Jones Stadium,2019-03-23T06:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-2/knights-v-panthers/
2019,Round 2,Sea Eagles,18,Roosters,26,4 Pines Park,2019-03-23T08:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-2/sea-eagles-v-roosters/
2019,Round 2,Bulldogs,16,Eels,36,Accor Stadium,2019-03-24T05:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-2/bulldogs-v-eels/
2019,Round 2,Wests Tigers,34,Warriors,6,Campbelltown Sports Stadium,2019-03-24T07:10:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-2/wests-tigers-v-warriors/
2019,Round 3,Broncos,24,Dragons,25,Suncorp Stadium,2019-03-28T09:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-3/broncos-v-dragons/
2019,Round 3,Raiders,17,Knights,10,GIO Stadium,2019-03-29T07:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-3/raiders-v-knights/
2019,Round 3,Eels,18,Roosters,32,Accor Stadium,2019-03-29T09:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-3/eels-v-roosters/
2019,Round 3,Sea Eagles,46,Warriors,12,Christchurch Stadium,2019-03-30T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-3/sea-eagles-v-warriors/
2019,Round 3,Cowboys,16,Sharks,42,1300SMILES Stadium,2019-03-30T06:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-3/cowboys-v-sharks/
2019,Round 3,Panthers,2,Storm,32,Carrington Park,2019-03-30T08:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-3/panthers-v-storm/
2019,Round 3,Wests Tigers,8,Bulldogs,22,Campbelltown Sports Stadium,2019-03-31T05:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-3/wests-tigers-v-bulldogs/
2019,Round 3,Rabbitohs,28,Titans,20,Accor Stadium,2019-03-31T07:10:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-3/rabbitohs-v-titans/
2019,Round 4,Roosters,36,Broncos,4,Sydney Cricket Ground,2019-04-04T09:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-4/roosters-v-broncos/
2019,Round 4,Warriors,26,Titans,10,Go Media Stadium,2019-04-05T07:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-4/warriors-v-titans/
2019,Round 4,Panthers,9,Wests Tigers,8,BlueBet Stadium,2019-04-05T09:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-4/panthers-v-wests-tigers/
2019,Round 4,Sea Eagles,13,Rabbitohs,12,4 Pines Park,2019-04-06T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-4/sea-eagles-v-rabbitohs/
2019,Round 4,Cowboys,12,Raiders,30,1300SMILES Stadium,2019-04-06T06:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-4/cowboys-v-raiders/
2019,Round 4,Eels,24,Sharks,12,Accor Stadium,2019-04-06T08:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-4/eels-v-sharks/
2019,Round 4,Storm,18,Bulldogs,16,AAMI Park,2019-04-07T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-4/storm-v-bulldogs/
2019,Round 4,Knights,12,Dragons,13,McDonald Jones Stadium,2019-04-07T08:10:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-4/knights-v-dragons/
2019,Round 5,Broncos,16,Wests Tigers,22,Suncorp Stadium,2019-04-11T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-5/broncos-v-wests-tigers/
2019,Round 5,Titans,30,Panthers,24,Cbus Super Stadium,2019-04-12T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-5/titans-v-panthers/
2019,Round 5,Cowboys,12,Storm,18,1300SMILES Stadium,2019-04-12T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-5/cowboys-v-storm/
2019,Round 5,Rabbitohs,28,Warriors,24,Sunshine Coast Stadium,2019-04-13T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-5/rabbitohs-v-warriors/
2019,Round 5,Knights,18,Sea Eagles,26,McDonald Jones Stadium,2019-04-13T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-5/knights-v-sea-eagles/
2019,Round 5,Sharks,16,Roosters,30,PointsBet Stadium,2019-04-13T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-5/sharks-v-roosters/
2019,Round 5,Dragons,40,Bulldogs,4,Netstrata Jubilee Stadium,2019-04-14T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-5/dragons-v-bulldogs/
2019,Round 5,Raiders,19,Eels,0,GIO Stadium,2019-04-14T08:10:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-5/raiders-v-eels/
2019,Round 6,Sharks,24,Panthers,20,PointsBet Stadium,2019-04-18T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-6/sharks-v-panthers/
2019,Round 6,Bulldogs,6,Rabbitohs,14,Accor Stadium,2019-04-19T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-6/bulldogs-v-rabbitohs/
2019,Round 6,Storm,20,Roosters,21,AAMI Park,2019-04-19T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-6/storm-v-roosters/
2019,Round 6,Warriors,10,Cowboys,17,Go Media Stadium,2019-04-20T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-6/warriors-v-cowboys/
2019,Round 6,Dragons,12,Sea Eagles,10,WIN Stadium,2019-04-20T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-6/dragons-v-sea-eagles/
2019,Round 6,Titans,38,Knights,14,Cbus Super Stadium,2019-04-21T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-6/titans-v-knights/
2019,Round 6,Raiders,26,Broncos,22,GIO Stadium,2019-04-21T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-6/raiders-v-broncos/
2019,Round 6,Eels,51,Wests Tigers,6,CommBank Stadium,2019-04-22T06:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-6/eels-v-wests-tigers/
2019,Round 7,Roosters,20,Dragons,10,Sydney Cricket Ground,2019-04-25T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-7/roosters-v-dragons/
2019,Round 7,Storm,13,Warriors,12,AAMI Park,2019-04-25T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-7/storm-v-warriors/
2019,Round 7,Bulldogs,24,Cowboys,12,Accor Stadium,2019-04-26T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-7/bulldogs-v-cowboys/
2019,Round 7,Panthers,18,Rabbitohs,22,BlueBet Stadium,2019-04-26T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-7/panthers-v-rabbitohs/
2019,Round 7,Wests Tigers,30,Titans,14,Scully Park,2019-04-27T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-7/wests-tigers-v-titans/
2019,Round 7,Broncos,29,Sharks,6,Suncorp Stadium,2019-04-27T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-7/broncos-v-sharks/
2019,Round 7,Sea Eagles,24,Raiders,20,4 Pines Park,2019-04-28T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-7/sea-eagles-v-raiders/
2019,Round 7,Knights,28,Eels,14,McDonald Jones Stadium,2019-04-28T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-7/knights-v-eels/
2019,Round 8,Rabbitohs,38,Broncos,6,Accor Stadium,2019-05-02T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-8/rabbitohs-v-broncos/
2019,Round 8,Cowboys,28,Titans,14,1300SMILES Stadium,2019-05-03T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-8/cowboys-v-titans/
2019,Round 8,Sharks,20,Storm,18,PointsBet Stadium,2019-05-03T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-8/sharks-v-storm/
2019,Round 8,Raiders,30,Panthers,12,McDonalds Park,2019-05-04T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-8/raiders-v-panthers/
2019,Round 8,Sea Eagles,18,Bulldogs,10,4 Pines Park,2019-05-04T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-8/sea-eagles-v-bulldogs/
2019,Round 8,Roosters,42,Wests Tigers,12,Sydney Cricket Ground,2019-05-04T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-8/roosters-v-wests-tigers/
2019,Round 8,Warriors,18,Knights,36,Go Media Stadium,2019-05-05T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-8/warriors-v-knights/
2019,Round 8,Eels,32,Dragons,18,CommBank Stadium,2019-05-05T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-8/eels-v-dragons/
2019,Round 9,Titans,18,Sharks,26,Suncorp Stadium,2019-05-09T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-9/titans-v-sharks/
2019,Round 9,Wests Tigers,30,Panthers,4,Suncorp Stadium,2019-05-10T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-9/wests-tigers-v-panthers/
2019,Round 9,Sea Eagles,10,Broncos,26,Suncorp Stadium,2019-05-10T10:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-9/sea-eagles-v-broncos/
2019,Round 9,Bulldogs,10,Knights,22,Suncorp Stadium,2019-05-11T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-9/bulldogs-v-knights/
2019,Round 9,Warriors,26,Dragons,18,Suncorp Stadium,2019-05-11T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-9/warriors-v-dragons/
2019,Round 9,Storm,64,Eels,10,Suncorp Stadium,2019-05-11T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-9/storm-v-eels/
2019,Round 9,Roosters,30,Raiders,24,Suncorp Stadium,2019-05-12T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-9/roosters-v-raiders/
2019,Round 9,Rabbitohs,32,Cowboys,16,Suncorp Stadium,2019-05-12T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-9/rabbitohs-v-cowboys/
2019,Round 10,Storm,24,Wests Tigers,22,AAMI Park,2019-05-16T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-10/storm-v-wests-tigers/
2019,Round 10,Panthers,10,Warriors,30,BlueBet Stadium,2019-05-17T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-10/panthers-v-warriors/
2019,Round 10,Broncos,15,Roosters,10,Suncorp Stadium,2019-05-17T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-10/broncos-v-roosters/
2019,Round 10,Titans,16,Bulldogs,22,Cbus Super Stadium,2019-05-18T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-10/titans-v-bulldogs/
2019,Round 10,Cowboys,17,Eels,10,1300SMILES Stadium,2019-05-18T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-10/cowboys-v-eels/
2019,Round 10,Raiders,12,Rabbitohs,16,GIO Stadium,2019-05-18T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-10/raiders-v-rabbitohs/
2019,Round 10,Dragons,12,Knights,45,Glen Willow Oval,2019-05-19T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-10/dragons-v-knights/
2019,Round 10,Sharks,14,Sea Eagles,24,PointsBet Stadium,2019-05-19T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-10/sharks-v-sea-eagles/
2019,Round 11,Eels,10,Panthers,16,CommBank Stadium,2019-05-23T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-11/eels-v-panthers/
2019,Round 11,Sea Eagles,18,Titans,36,Lottoland,2019-05-24T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-11/sea-eagles-v-titans/
2019,Round 11,Knights,38,Roosters,12,McDonald Jones Stadium,2019-05-24T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-11/knights-v-roosters/
2019,Round 11,Raiders,16,Cowboys,22,GIO Stadium,2019-05-25T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-11/raiders-v-cowboys/
2019,Round 11,Warriors,2,Broncos,8,Go Media Stadium,2019-05-25T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-11/warriors-v-broncos/
2019,Round 11,Rabbitohs,32,Wests Tigers,16,Accor Stadium,2019-05-25T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-11/rabbitohs-v-wests-tigers/
2019,Round 11,Bulldogs,6,Storm,28,Belmore Sports Ground,2019-05-26T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-11/bulldogs-v-storm/
2019,Round 11,Dragons,9,Sharks,22,WIN Stadium,2019-05-26T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-11/dragons-v-sharks/
2019,Round 12,Panthers,15,Sea Eagles,12,BlueBet Stadium,2019-05-30T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-12/panthers-v-sea-eagles/
2019,Round 12,Eels,26,Rabbitohs,14,CommBank Stadium,2019-05-31T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-12/eels-v-rabbitohs/
2019,Round 12,Bulldogs,10,Raiders,12,Accor Stadium,2019-06-01T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-12/bulldogs-v-raiders/
2019,Round 12,Titans,4,Cowboys,6,Cbus Super Stadium,2019-06-02T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-12/titans-v-cowboys/
2019,Round 13,Rabbitohs,12,Knights,20,Accor Stadium,2019-06-07T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-13/rabbitohs-v-knights/
2019,Round 13,Wests Tigers,0,Raiders,28,CommBank Stadium,2019-06-07T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-13/wests-tigers-v-raiders/
2019,Round 13,Warriors,10,Storm,32,Go Media Stadium,2019-06-08T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-13/warriors-v-storm/
2019,Round 13,Sharks,42,Eels,22,PointsBet Stadium,2019-06-08T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-13/sharks-v-eels/
2019,Round 13,Cowboys,20,Sea Eagles,22,1300SMILES Stadium,2019-06-08T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-13/cowboys-v-sea-eagles/
2019,Round 13,Broncos,18,Titans,26,Suncorp Stadium,2019-06-09T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-13/broncos-v-titans/
2019,Round 13,Panthers,19,Roosters,10,BlueBet Stadium,2019-06-09T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-13/panthers-v-roosters/
2019,Round 13,Bulldogs,12,Dragons,36,Accor Stadium,2019-06-10T06:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-13/bulldogs-v-dragons/
2019,Round 14,Raiders,22,Sharks,20,GIO Stadium,2019-06-13T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-14/raiders-v-sharks/
2019,Round 14,Titans,20,Warriors,24,Cbus Super Stadium,2019-06-14T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-14/titans-v-warriors/
2019,Round 14,Cowboys,26,Wests Tigers,27,1300SMILES Stadium,2019-06-14T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-14/cowboys-v-wests-tigers/
2019,Round 14,Storm,34,Knights,4,AAMI Park,2019-06-15T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-14/storm-v-knights/
2019,Round 14,Rabbitohs,18,Panthers,19,Accor Stadium,2019-06-15T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-14/rabbitohs-v-panthers/
2019,Round 14,Eels,38,Broncos,10,CommBank Stadium,2019-06-15T09:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-14/eels-v-broncos/
2019,Round 14,Sea Eagles,34,Dragons,14,4 Pines Park,2019-06-16T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-14/sea-eagles-v-dragons/
2019,Round 14,Roosters,38,Bulldogs,12,Sydney Cricket Ground,2019-06-16T06:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-14/roosters-v-bulldogs/
2019,Round 15,Wests Tigers,14,Rabbitohs,9,CommBank Stadium,2019-06-27T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-15/wests-tigers-v-rabbitohs/
2019,Round 15,Dragons,22,Cowboys,14,WIN Stadium,2019-06-28T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-15/dragons-v-cowboys/
2019,Round 15,Roosters,12,Storm,14,Adelaide Oval,2019-06-28T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-15/roosters-v-storm/
2019,Round 15,Titans,12,Sea Eagles,30,Cbus Super Stadium,2019-06-29T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-15/titans-v-sea-eagles/
2019,Round 15,Knights,26,Broncos,12,McDonald Jones Stadium,2019-06-29T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-15/knights-v-broncos/
2019,Round 15,Eels,22,Raiders,16,TIO Stadium,2019-06-29T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-15/eels-v-raiders/
2019,Round 15,Warriors,18,Panthers,19,Go Media Stadium,2019-06-30T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-15/warriors-v-panthers/
2019,Round 15,Bulldogs,14,Sharks,12,Accor Stadium,2019-06-30T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-15/bulldogs-v-sharks/
2019,Round 16,Dragons,14,Storm,16,WIN Stadium,2019-07-04T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-16/dragons-v-storm/
2019,Round 16,Wests Tigers,16,Roosters,24,CommBank Stadium,2019-07-05T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-16/wests-tigers-v-roosters/
2019,Round 16,Knights,20,Warriors,24,McDonald Jones Stadium,2019-07-06T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-16/knights-v-warriors/
2019,Round 16,Sharks,22,Broncos,24,PointsBet Stadium,2019-07-07T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-16/sharks-v-broncos/
2019,Round 17,Panthers,24,Titans,2,BlueBet Stadium,2019-07-12T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-17/panthers-v-titans/
2019,Round 17,Knights,14,Bulldogs,20,McDonald Jones Stadium,2019-07-12T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-17/knights-v-bulldogs/
2019,Round 17,Rabbitohs,21,Sea Eagles,20,Accor Stadium,2019-07-13T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-17/rabbitohs-v-sea-eagles/
2019,Round 17,Broncos,18,Warriors,18,Suncorp Stadium,2019-07-13T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-17/broncos-v-warriors/
2019,Round 17,Storm,40,Sharks,16,AAMI Park,2019-07-13T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-17/storm-v-sharks/
2019,Round 17,Roosters,12,Cowboys,15,Industree Group Stadium,2019-07-14T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-17/roosters-v-cowboys/
2019,Round 17,Wests Tigers,18,Eels,30,CommBank Stadium,2019-07-14T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-17/wests-tigers-v-eels/
2019,Round 17,Dragons,14,Raiders,36,WIN Stadium,2019-07-14T08:10:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-17/dragons-v-raiders/
2019,Round 18,Broncos,28,Bulldogs,6,Suncorp Stadium,2019-07-18T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-18/broncos-v-bulldogs/
2019,Round 18,Warriors,19,Sharks,18,Sky Stadium,2019-07-19T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-18/warriors-v-sharks/
2019,Round 18,Panthers,40,Dragons,18,BlueBet Stadium,2019-07-19T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-18/panthers-v-dragons/
2019,Round 18,Roosters,48,Knights,10,Sydney Cricket Ground,2019-07-20T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-18/roosters-v-knights/
2019,Round 18,Raiders,20,Wests Tigers,12,GIO Stadium,2019-07-20T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-18/raiders-v-wests-tigers/
2019,Round 18,Cowboys,18,Rabbitohs,30,1300SMILES Stadium,2019-07-20T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-18/cowboys-v-rabbitohs/
2019,Round 18,Titans,18,Storm,38,Cbus Super Stadium,2019-07-21T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-18/titans-v-storm/
2019,Round 18,Sea Eagles,36,Eels,24,4 Pines Park,2019-07-21T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-18/sea-eagles-v-eels/
2019,Round 19,Sharks,16,Cowboys,14,PointsBet Stadium,2019-07-25T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-19/sharks-v-cowboys/
2019,Round 19,Knights,26,Wests Tigers,28,McDonald Jones Stadium,2019-07-26T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-19/knights-v-wests-tigers/
2019,Round 19,Rabbitohs,20,Dragons,16,Accor Stadium,2019-07-26T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-19/rabbitohs-v-dragons/
2019,Round 19,Eels,24,Warriors,22,CommBank Stadium,2019-07-27T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-19/eels-v-warriors/
2019,Round 19,Titans,12,Broncos,34,Cbus Super Stadium,2019-07-27T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-19/titans-v-broncos/
2019,Round 19,Storm,10,Sea Eagles,11,AAMI Park,2019-07-27T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-19/storm-v-sea-eagles/
2019,Round 19,Bulldogs,12,Roosters,20,Accor Stadium,2019-07-28T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-19/bulldogs-v-roosters/
2019,Round 19,Panthers,18,Raiders,30,BlueBet Stadium,2019-07-28T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-19/panthers-v-raiders/
2019,Round 20,Wests Tigers,28,Cowboys,4,Leichhardt Oval,2019-08-01T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-20/wests-tigers-v-cowboys/
2019,Round 20,Warriors,12,Raiders,46,Go Media Stadium,2019-08-02T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-20/warriors-v-raiders/
2019,Round 20,Broncos,4,Storm,40,Suncorp Stadium,2019-08-02T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-20/broncos-v-storm/
2019,Round 20,Sea Eagles,30,Knights,6,4 Pines Park,2019-08-03T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-20/sea-eagles-v-knights/
2019,Round 20,Bulldogs,16,Panthers,8,CommBank Stadium,2019-08-03T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-20/bulldogs-v-panthers/
2019,Round 20,Sharks,39,Rabbitohs,24,PointsBet Stadium,2019-08-03T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-20/sharks-v-rabbitohs/
2019,Round 20,Roosters,58,Titans,6,Sydney Cricket Ground,2019-08-04T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-20/roosters-v-titans/
2019,Round 20,Dragons,4,Eels,12,Netstrata Jubilee Stadium,2019-08-04T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-20/dragons-v-eels/
2019,Round 21,Cowboys,14,Broncos,18,1300SMILES Stadium,2019-08-08T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-21/cowboys-v-broncos/
2019,Round 21,Warriors,24,Sea Eagles,16,Go Media Stadium,2019-08-09T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-21/warriors-v-sea-eagles/
2019,Round 21,Panthers,26,Sharks,20,BlueBet Stadium,2019-08-09T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-21/panthers-v-sharks/
2019,Round 21,Dragons,40,Titans,28,Netstrata Jubilee Stadium,2019-08-10T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-21/dragons-v-titans/
2019,Round 21,Eels,20,Knights,14,CommBank Stadium,2019-08-10T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-21/eels-v-knights/
2019,Round 21,Bulldogs,18,Wests Tigers,16,Accor Stadium,2019-08-10T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-21/bulldogs-v-wests-tigers/
2019,Round 21,Raiders,18,Roosters,22,GIO Stadium,2019-08-11T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2019/round-21/raiders-v-roosters/
